intent_id,card_id,cycle_id,intended_fps_id,timestamp,commodity,delivery_mode
INT-2026-10-KA-005066,RC-KA-005066,2026-10,FPS-KA-BID-0006,2026-09-08T23:49:20Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005067,RC-KA-005067,2026-10,FPS-KA-BID-0007,2026-09-11T21:39:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005068,RC-KA-005068,2026-10,FPS-KA-BID-0008,2026-09-04T04:45:46Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005069,RC-KA-005069,2026-10,FPS-KA-BID-0009,2026-09-06T00:26:41Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005070,RC-KA-005070,2026-10,FPS-KA-BID-0010,2026-09-04T08:43:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005071,RC-KA-005071,2026-10,FPS-KA-BID-0011,2026-09-05T21:51:15Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005072,RC-KA-005072,2026-10,FPS-KA-BID-0012,2026-09-04T08:27:16Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005073,RC-KA-005073,2026-10,FPS-KA-BID-0013,2026-09-08T12:00:16Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005074,RC-KA-005074,2026-10,FPS-KA-BID-0014,2026-09-13T17:08:19Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005075,RC-KA-005075,2026-10,FPS-KA-BID-0015,2026-09-04T06:47:25Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005076,RC-KA-005076,2026-10,FPS-KA-BID-0016,2026-09-11T10:31:50Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005077,RC-KA-005077,2026-10,FPS-KA-BID-0017,2026-09-04T12:33:26Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005078,RC-KA-005078,2026-10,FPS-KA-BID-0018,2026-09-04T20:04:10Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005079,RC-KA-005079,2026-10,FPS-KA-BID-0019,2026-09-08T16:57:17Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005080,RC-KA-005080,2026-10,FPS-KA-BID-0020,2026-09-02T15:30:16Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005081,RC-KA-005081,2026-10,FPS-KA-CHA-0001,2026-09-13T22:28:21Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005082,RC-KA-005082,2026-10,FPS-KA-CHA-0002,2026-09-03T20:57:56Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005083,RC-KA-005083,2026-10,FPS-KA-CHA-0003,2026-09-05T11:15:59Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005084,RC-KA-005084,2026-10,FPS-KA-CHA-0004,2026-09-08T17:00:50Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005085,RC-KA-005085,2026-10,FPS-KA-CHA-0005,2026-09-04T12:46:23Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005086,RC-KA-005086,2026-10,FPS-KA-CHA-0006,2026-09-01T17:10:31Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005087,RC-KA-005087,2026-10,FPS-KA-CHA-0007,2026-09-08T17:38:56Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005088,RC-KA-005088,2026-10,FPS-KA-CHA-0008,2026-09-11T01:11:45Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005089,RC-KA-005089,2026-10,FPS-KA-CHA-0009,2026-09-10T23:34:17Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005090,RC-KA-005090,2026-10,FPS-KA-CHA-0010,2026-09-08T08:42:47Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005091,RC-KA-005091,2026-10,FPS-KA-CHA-0011,2026-09-11T18:04:07Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005092,RC-KA-005092,2026-10,FPS-KA-CHA-0012,2026-09-07T15:29:52Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005093,RC-KA-005093,2026-10,FPS-KA-CHA-0013,2026-09-04T16:31:17Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005094,RC-KA-005094,2026-10,FPS-KA-CHA-0014,2026-09-05T13:28:45Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005095,RC-KA-005095,2026-10,FPS-KA-CHA-0015,2026-09-03T14:11:55Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005096,RC-KA-005096,2026-10,FPS-KA-CHA-0016,2026-09-04T04:37:51Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005097,RC-KA-005097,2026-10,FPS-KA-CHA-0017,2026-09-05T11:37:21Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005098,RC-KA-005098,2026-10,FPS-KA-CHA-0018,2026-09-01T15:15:41Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005099,RC-KA-005099,2026-10,FPS-KA-CHA-0019,2026-09-07T11:27:31Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005100,RC-KA-005100,2026-10,FPS-KA-CHA-0020,2026-09-06T14:30:56Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005101,RC-KA-005101,2026-10,FPS-KA-CHB-0001,2026-09-06T15:15:22Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005102,RC-KA-005102,2026-10,FPS-KA-CHB-0002,2026-09-06T14:30:58Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005103,RC-KA-005103,2026-10,FPS-KA-CHB-0003,2026-09-01T15:11:43Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005104,RC-KA-005104,2026-10,FPS-KA-CHB-0004,2026-09-09T17:17:05Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005105,RC-KA-005105,2026-10,FPS-KA-CHB-0005,2026-09-02T22:17:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005106,RC-KA-005106,2026-10,FPS-KA-CHB-0006,2026-09-12T13:38:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005107,RC-KA-005107,2026-10,FPS-KA-CHB-0007,2026-09-04T06:06:40Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005108,RC-KA-005108,2026-10,FPS-KA-CHB-0008,2026-09-13T04:37:31Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005109,RC-KA-005109,2026-10,FPS-KA-CHB-0009,2026-09-12T09:04:28Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005110,RC-KA-005110,2026-10,FPS-KA-CHB-0010,2026-09-10T01:50:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005111,RC-KA-005111,2026-10,FPS-KA-CHB-0011,2026-09-05T11:10:26Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005112,RC-KA-005112,2026-10,FPS-KA-CHB-0012,2026-09-10T09:42:43Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005113,RC-KA-005113,2026-10,FPS-KA-CHB-0013,2026-09-12T22:17:16Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005114,RC-KA-005114,2026-10,FPS-KA-CHB-0014,2026-09-12T12:02:09Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005115,RC-KA-005115,2026-10,FPS-KA-CHB-0015,2026-09-04T08:06:25Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005116,RC-KA-005116,2026-10,FPS-KA-CHB-0016,2026-09-04T23:24:44Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005117,RC-KA-005117,2026-10,FPS-KA-CHB-0017,2026-09-05T16:34:55Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005118,RC-KA-005118,2026-10,FPS-KA-CHB-0018,2026-09-06T11:48:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005119,RC-KA-005119,2026-10,FPS-KA-CHB-0019,2026-09-01T18:46:30Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005120,RC-KA-005120,2026-10,FPS-KA-CHB-0020,2026-09-10T22:01:13Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005121,RC-KA-005121,2026-10,FPS-KA-CHK-0001,2026-09-01T08:44:47Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005122,RC-KA-005122,2026-10,FPS-KA-CHK-0002,2026-09-07T13:12:14Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005123,RC-KA-005123,2026-10,FPS-KA-CHK-0003,2026-09-11T00:36:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005124,RC-KA-005124,2026-10,FPS-KA-CHK-0004,2026-09-06T09:38:50Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005125,RC-KA-005125,2026-10,FPS-KA-CHK-0005,2026-09-05T22:09:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005126,RC-KA-005126,2026-10,FPS-KA-CHK-0006,2026-09-05T23:09:57Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005127,RC-KA-005127,2026-10,FPS-KA-CHK-0007,2026-09-02T14:31:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005128,RC-KA-005128,2026-10,FPS-KA-CHK-0008,2026-09-05T07:09:19Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005129,RC-KA-005129,2026-10,FPS-KA-CHK-0009,2026-09-11T15:54:07Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005130,RC-KA-005130,2026-10,FPS-KA-CHK-0010,2026-09-12T21:24:44Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005131,RC-KA-005131,2026-10,FPS-KA-CHK-0011,2026-09-08T21:15:55Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005132,RC-KA-005132,2026-10,FPS-KA-CHK-0012,2026-09-12T02:32:21Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005133,RC-KA-005133,2026-10,FPS-KA-CHK-0013,2026-09-06T23:45:43Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005134,RC-KA-005134,2026-10,FPS-KA-CHK-0014,2026-09-11T09:04:09Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005135,RC-KA-005135,2026-10,FPS-KA-CHK-0015,2026-09-10T19:51:07Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005136,RC-KA-005136,2026-10,FPS-KA-CHK-0016,2026-09-02T00:21:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005137,RC-KA-005137,2026-10,FPS-KA-CHK-0017,2026-09-10T05:35:02Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005138,RC-KA-005138,2026-10,FPS-KA-CHK-0018,2026-09-08T14:16:33Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005139,RC-KA-005139,2026-10,FPS-KA-CHK-0019,2026-09-10T13:36:33Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005140,RC-KA-005140,2026-10,FPS-KA-CHK-0020,2026-09-13T17:58:08Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005141,RC-KA-005141,2026-10,FPS-KA-CHI-0001,2026-09-01T22:26:05Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005142,RC-KA-005142,2026-10,FPS-KA-CHI-0002,2026-09-13T15:18:00Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005143,RC-KA-005143,2026-10,FPS-KA-CHI-0003,2026-09-03T15:40:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005144,RC-KA-005144,2026-10,FPS-KA-CHI-0004,2026-09-11T23:04:53Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005145,RC-KA-005145,2026-10,FPS-KA-CHI-0005,2026-09-12T02:09:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005146,RC-KA-005146,2026-10,FPS-KA-CHI-0006,2026-09-02T00:42:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005147,RC-KA-005147,2026-10,FPS-KA-CHI-0007,2026-09-06T23:08:35Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005148,RC-KA-005148,2026-10,FPS-KA-CHI-0008,2026-09-13T14:09:58Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005149,RC-KA-005149,2026-10,FPS-KA-CHI-0009,2026-09-10T14:27:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005150,RC-KA-005150,2026-10,FPS-KA-CHI-0010,2026-09-01T22:51:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005151,RC-KA-005151,2026-10,FPS-KA-CHI-0011,2026-09-10T09:40:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005152,RC-KA-005152,2026-10,FPS-KA-CHI-0012,2026-09-13T12:39:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005153,RC-KA-005153,2026-10,FPS-KA-CHI-0013,2026-09-02T04:43:00Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005154,RC-KA-005154,2026-10,FPS-KA-CHI-0014,2026-09-05T14:35:45Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005155,RC-KA-005155,2026-10,FPS-KA-CHI-0015,2026-09-08T01:37:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005156,RC-KA-005156,2026-10,FPS-KA-CHI-0016,2026-09-11T16:03:31Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005157,RC-KA-005157,2026-10,FPS-KA-CHI-0017,2026-09-10T15:52:30Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005158,RC-KA-005158,2026-10,FPS-KA-CHI-0018,2026-09-08T09:24:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005159,RC-KA-005159,2026-10,FPS-KA-CHI-0019,2026-09-07T22:33:26Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005160,RC-KA-005160,2026-10,FPS-KA-CHI-0020,2026-09-12T04:45:15Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005161,RC-KA-005161,2026-10,FPS-KA-DK-0001,2026-09-05T00:59:07Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005162,RC-KA-005162,2026-10,FPS-KA-DK-0002,2026-09-11T06:06:07Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005163,RC-KA-005163,2026-10,FPS-KA-DK-0003,2026-09-08T03:30:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005164,RC-KA-005164,2026-10,FPS-KA-DK-0004,2026-09-02T07:46:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005165,RC-KA-005165,2026-10,FPS-KA-DK-0005,2026-09-13T13:09:23Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005166,RC-KA-005166,2026-10,FPS-KA-DK-0006,2026-09-04T10:51:38Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005167,RC-KA-005167,2026-10,FPS-KA-DK-0007,2026-09-12T06:03:15Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005168,RC-KA-005168,2026-10,FPS-KA-DK-0008,2026-09-11T23:07:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005169,RC-KA-005169,2026-10,FPS-KA-DK-0009,2026-09-03T04:41:08Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005170,RC-KA-005170,2026-10,FPS-KA-DK-0010,2026-09-13T03:39:15Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005171,RC-KA-005171,2026-10,FPS-KA-DK-0011,2026-09-03T17:55:38Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005172,RC-KA-005172,2026-10,FPS-KA-DK-0012,2026-09-05T08:43:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005173,RC-KA-005173,2026-10,FPS-KA-DK-0013,2026-09-04T06:49:18Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005174,RC-KA-005174,2026-10,FPS-KA-DK-0014,2026-09-10T12:58:40Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005175,RC-KA-005175,2026-10,FPS-KA-DK-0015,2026-09-11T00:54:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005176,RC-KA-005176,2026-10,FPS-KA-DK-0016,2026-09-08T20:25:46Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005177,RC-KA-005177,2026-10,FPS-KA-DK-0017,2026-09-11T22:39:36Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005178,RC-KA-005178,2026-10,FPS-KA-DK-0018,2026-09-01T14:30:44Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005179,RC-KA-005179,2026-10,FPS-KA-DK-0019,2026-09-05T08:12:15Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005180,RC-KA-005180,2026-10,FPS-KA-DK-0020,2026-09-12T00:17:17Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005181,RC-KA-005181,2026-10,FPS-KA-DAV-0001,2026-09-05T21:38:02Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005182,RC-KA-005182,2026-10,FPS-KA-DAV-0002,2026-09-12T00:52:19Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005183,RC-KA-005183,2026-10,FPS-KA-DAV-0003,2026-09-03T04:32:00Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005184,RC-KA-005184,2026-10,FPS-KA-DAV-0004,2026-09-07T01:41:00Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005185,RC-KA-005185,2026-10,FPS-KA-DAV-0005,2026-09-08T20:47:14Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005186,RC-KA-005186,2026-10,FPS-KA-DAV-0006,2026-09-04T23:32:00Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005187,RC-KA-005187,2026-10,FPS-KA-DAV-0007,2026-09-03T23:58:11Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005188,RC-KA-005188,2026-10,FPS-KA-DAV-0008,2026-09-03T05:07:21Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005189,RC-KA-005189,2026-10,FPS-KA-DAV-0009,2026-09-03T18:30:21Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005190,RC-KA-005190,2026-10,FPS-KA-DAV-0010,2026-09-11T21:47:36Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005191,RC-KA-005191,2026-10,FPS-KA-DAV-0011,2026-09-09T19:25:47Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005192,RC-KA-005192,2026-10,FPS-KA-DAV-0012,2026-09-03T01:41:40Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005193,RC-KA-005193,2026-10,FPS-KA-DAV-0013,2026-09-13T17:08:44Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005194,RC-KA-005194,2026-10,FPS-KA-DAV-0014,2026-09-10T07:44:49Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005195,RC-KA-005195,2026-10,FPS-KA-DAV-0015,2026-09-13T10:04:02Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-005196,RC-KA-005196,2026-10,FPS-KA-DAV-0016,2026-09-04T21:08:53Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005197,RC-KA-005197,2026-10,FPS-KA-DAV-0017,2026-09-10T04:35:46Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005198,RC-KA-005198,2026-10,FPS-KA-DAV-0018,2026-09-10T05:43:10Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005199,RC-KA-005199,2026-10,FPS-KA-DAV-0019,2026-09-02T01:34:37Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005200,RC-KA-005200,2026-10,FPS-KA-DAV-0020,2026-09-05T03:32:51Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-005201,RC-KA-005201,2026-10,FPS-KA-DHA-0001,2026-09-09T03:15:50Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005202,RC-KA-005202,2026-10,FPS-KA-DHA-0002,2026-09-04T15:26:00Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005203,RC-KA-005203,2026-10,FPS-KA-DHA-0003,2026-09-04T22:26:38Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005204,RC-KA-005204,2026-10,FPS-KA-DHA-0004,2026-09-04T12:14:23Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005205,RC-KA-005205,2026-10,FPS-KA-DHA-0005,2026-09-05T08:11:50Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005206,RC-KA-005206,2026-10,FPS-KA-DHA-0006,2026-09-02T05:53:25Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005207,RC-KA-005207,2026-10,FPS-KA-DHA-0007,2026-09-11T04:25:26Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005208,RC-KA-005208,2026-10,FPS-KA-DHA-0008,2026-09-08T11:27:33Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005209,RC-KA-005209,2026-10,FPS-KA-DHA-0009,2026-09-08T12:18:26Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005210,RC-KA-005210,2026-10,FPS-KA-DHA-0010,2026-09-11T19:57:51Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005211,RC-KA-005211,2026-10,FPS-KA-DHA-0011,2026-09-08T00:13:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005212,RC-KA-005212,2026-10,FPS-KA-DHA-0012,2026-09-05T09:15:47Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005213,RC-KA-005213,2026-10,FPS-KA-DHA-0013,2026-09-03T20:28:48Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005214,RC-KA-005214,2026-10,FPS-KA-DHA-0014,2026-09-04T04:38:44Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005215,RC-KA-005215,2026-10,FPS-KA-DHA-0015,2026-09-05T22:10:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005216,RC-KA-005216,2026-10,FPS-KA-DHA-0016,2026-09-01T02:03:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005217,RC-KA-005217,2026-10,FPS-KA-DHA-0017,2026-09-07T03:26:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005218,RC-KA-005218,2026-10,FPS-KA-DHA-0018,2026-09-01T07:06:41Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005219,RC-KA-005219,2026-10,FPS-KA-DHA-0019,2026-09-12T03:10:43Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005220,RC-KA-005220,2026-10,FPS-KA-DHA-0020,2026-09-13T01:53:20Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005221,RC-KA-005221,2026-10,FPS-KA-GAD-0001,2026-09-13T02:28:48Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005222,RC-KA-005222,2026-10,FPS-KA-GAD-0002,2026-09-01T03:20:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005223,RC-KA-005223,2026-10,FPS-KA-GAD-0003,2026-09-12T23:27:54Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005224,RC-KA-005224,2026-10,FPS-KA-GAD-0004,2026-09-06T18:34:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005225,RC-KA-005225,2026-10,FPS-KA-GAD-0005,2026-09-06T06:20:17Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005226,RC-KA-005226,2026-10,FPS-KA-GAD-0006,2026-09-12T13:07:20Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005227,RC-KA-005227,2026-10,FPS-KA-GAD-0007,2026-09-12T00:19:18Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005228,RC-KA-005228,2026-10,FPS-KA-GAD-0008,2026-09-10T22:55:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005229,RC-KA-005229,2026-10,FPS-KA-GAD-0009,2026-09-11T17:24:39Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005230,RC-KA-005230,2026-10,FPS-KA-GAD-0010,2026-09-02T22:15:24Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005231,RC-KA-005231,2026-10,FPS-KA-GAD-0011,2026-09-01T03:49:44Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005232,RC-KA-005232,2026-10,FPS-KA-GAD-0012,2026-09-06T22:33:20Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005233,RC-KA-005233,2026-10,FPS-KA-GAD-0013,2026-09-07T18:00:45Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005234,RC-KA-005234,2026-10,FPS-KA-GAD-0014,2026-09-06T00:57:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005235,RC-KA-005235,2026-10,FPS-KA-GAD-0015,2026-09-02T04:29:50Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005236,RC-KA-005236,2026-10,FPS-KA-GAD-0016,2026-09-05T11:40:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005237,RC-KA-005237,2026-10,FPS-KA-GAD-0017,2026-09-04T14:21:55Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005238,RC-KA-005238,2026-10,FPS-KA-GAD-0018,2026-09-02T08:04:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005239,RC-KA-005239,2026-10,FPS-KA-GAD-0019,2026-09-09T11:19:07Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005240,RC-KA-005240,2026-10,FPS-KA-GAD-0020,2026-09-01T21:23:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005241,RC-KA-005241,2026-10,FPS-KA-HAS-0001,2026-09-04T12:41:12Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005242,RC-KA-005242,2026-10,FPS-KA-HAS-0002,2026-09-01T18:53:35Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005243,RC-KA-005243,2026-10,FPS-KA-HAS-0003,2026-09-08T05:51:17Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005244,RC-KA-005244,2026-10,FPS-KA-HAS-0004,2026-09-09T00:53:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005245,RC-KA-005245,2026-10,FPS-KA-HAS-0005,2026-09-03T03:05:25Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005246,RC-KA-005246,2026-10,FPS-KA-HAS-0006,2026-09-02T04:33:46Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005247,RC-KA-005247,2026-10,FPS-KA-HAS-0007,2026-09-03T15:25:53Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005248,RC-KA-005248,2026-10,FPS-KA-HAS-0008,2026-09-11T02:53:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005249,RC-KA-005249,2026-10,FPS-KA-HAS-0009,2026-09-05T07:50:13Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005250,RC-KA-005250,2026-10,FPS-KA-HAS-0010,2026-09-04T21:59:04Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005251,RC-KA-005251,2026-10,FPS-KA-HAS-0011,2026-09-07T21:39:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005252,RC-KA-005252,2026-10,FPS-KA-HAS-0012,2026-09-05T07:21:15Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005253,RC-KA-005253,2026-10,FPS-KA-HAS-0013,2026-09-12T01:15:12Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005254,RC-KA-005254,2026-10,FPS-KA-HAS-0014,2026-09-09T17:49:30Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005255,RC-KA-005255,2026-10,FPS-KA-HAS-0015,2026-09-01T20:52:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005256,RC-KA-005256,2026-10,FPS-KA-HAS-0016,2026-09-03T06:14:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005257,RC-KA-005257,2026-10,FPS-KA-HAS-0017,2026-09-08T06:21:06Z,Rice,FPS_COLLECTION
INT-2026-10-KA-005258,RC-KA-005258,2026-10,FPS-KA-HAS-0018,2026-09-08T20:03:26Z,Rice,FPS_COLLECTION
