fps_id,district,cycle_id,commodity,demand_quantity_kg,allocated_quota_kg,portability_inflow_kg,portability_outflow_kg,lifted_quantity_kg
FPS-KA-KOL-0016,Kolar,2026-08,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0017,Kolar,2025-09,Rice,220,215,5,0,220
FPS-KA-KOL-0017,Kolar,2025-09,Wheat,140,145,5,0,145
FPS-KA-KOL-0017,Kolar,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0017,Kolar,2025-10,Rice,210,210,5,5,210
FPS-KA-KOL-0017,Kolar,2025-10,Wheat,130,130,0,0,130
FPS-KA-KOL-0017,Kolar,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0017,Kolar,2025-11,Rice,220,210,5,0,215
FPS-KA-KOL-0017,Kolar,2025-11,Wheat,145,145,0,0,145
FPS-KA-KOL-0017,Kolar,2025-11,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0017,Kolar,2025-12,Rice,230,230,0,5,225
FPS-KA-KOL-0017,Kolar,2025-12,Wheat,140,145,5,5,140
FPS-KA-KOL-0017,Kolar,2025-12,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0017,Kolar,2026-01,Rice,245,230,5,5,235
FPS-KA-KOL-0017,Kolar,2026-01,Wheat,155,145,5,0,150
FPS-KA-KOL-0017,Kolar,2026-01,Coarse Grains,15,15,0,5,10
FPS-KA-KOL-0017,Kolar,2026-02,Rice,235,225,0,5,225
FPS-KA-KOL-0017,Kolar,2026-02,Wheat,150,155,5,5,150
FPS-KA-KOL-0017,Kolar,2026-02,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0017,Kolar,2026-03,Rice,255,250,0,0,250
FPS-KA-KOL-0017,Kolar,2026-03,Wheat,155,145,5,0,150
FPS-KA-KOL-0017,Kolar,2026-03,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0017,Kolar,2026-04,Rice,240,245,5,5,240
FPS-KA-KOL-0017,Kolar,2026-04,Wheat,150,145,0,0,145
FPS-KA-KOL-0017,Kolar,2026-04,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0017,Kolar,2026-05,Rice,255,250,5,0,255
FPS-KA-KOL-0017,Kolar,2026-05,Wheat,135,135,5,5,135
FPS-KA-KOL-0017,Kolar,2026-05,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0017,Kolar,2026-06,Rice,245,245,0,0,245
FPS-KA-KOL-0017,Kolar,2026-06,Wheat,130,130,5,5,130
FPS-KA-KOL-0017,Kolar,2026-06,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0017,Kolar,2026-07,Rice,230,235,5,5,230
FPS-KA-KOL-0017,Kolar,2026-07,Wheat,145,145,5,0,150
FPS-KA-KOL-0017,Kolar,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0017,Kolar,2026-08,Rice,220,220,0,5,215
FPS-KA-KOL-0017,Kolar,2026-08,Wheat,125,120,5,0,125
FPS-KA-KOL-0017,Kolar,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0018,Kolar,2025-09,Rice,125,120,0,0,120
FPS-KA-KOL-0018,Kolar,2025-09,Wheat,210,205,5,0,210
FPS-KA-KOL-0018,Kolar,2025-09,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0018,Kolar,2025-10,Rice,140,145,0,0,140
FPS-KA-KOL-0018,Kolar,2025-10,Wheat,200,200,0,0,200
FPS-KA-KOL-0018,Kolar,2025-10,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0018,Kolar,2025-11,Rice,145,140,5,0,145
FPS-KA-KOL-0018,Kolar,2025-11,Wheat,215,205,5,5,210
FPS-KA-KOL-0018,Kolar,2025-11,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0018,Kolar,2025-12,Rice,140,140,5,5,140
FPS-KA-KOL-0018,Kolar,2025-12,Wheat,220,220,0,0,220
FPS-KA-KOL-0018,Kolar,2025-12,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0018,Kolar,2026-01,Rice,145,150,0,0,145
FPS-KA-KOL-0018,Kolar,2026-01,Wheat,205,200,5,5,205
FPS-KA-KOL-0018,Kolar,2026-01,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0018,Kolar,2026-02,Rice,150,145,0,5,145
FPS-KA-KOL-0018,Kolar,2026-02,Wheat,240,225,0,0,225
FPS-KA-KOL-0018,Kolar,2026-02,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0018,Kolar,2026-03,Rice,145,140,5,5,145
FPS-KA-KOL-0018,Kolar,2026-03,Wheat,235,225,5,5,230
FPS-KA-KOL-0018,Kolar,2026-03,Coarse Grains,20,20,0,0,20
FPS-KA-KOL-0018,Kolar,2026-04,Rice,135,130,5,5,135
FPS-KA-KOL-0018,Kolar,2026-04,Wheat,235,240,5,0,240
FPS-KA-KOL-0018,Kolar,2026-04,Coarse Grains,20,20,5,0,25
FPS-KA-KOL-0018,Kolar,2026-05,Rice,135,130,5,0,135
FPS-KA-KOL-0018,Kolar,2026-05,Wheat,220,215,0,0,215
FPS-KA-KOL-0018,Kolar,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0018,Kolar,2026-06,Rice,140,135,5,5,140
FPS-KA-KOL-0018,Kolar,2026-06,Wheat,200,205,0,0,200
FPS-KA-KOL-0018,Kolar,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0018,Kolar,2026-07,Rice,135,140,0,5,130
FPS-KA-KOL-0018,Kolar,2026-07,Wheat,190,195,0,5,185
FPS-KA-KOL-0018,Kolar,2026-07,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0018,Kolar,2026-08,Rice,125,120,5,5,125
FPS-KA-KOL-0018,Kolar,2026-08,Wheat,215,215,5,0,220
FPS-KA-KOL-0018,Kolar,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0019,Kolar,2025-09,Rice,170,165,0,0,165
FPS-KA-KOL-0019,Kolar,2025-09,Wheat,200,195,5,0,200
FPS-KA-KOL-0019,Kolar,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0019,Kolar,2025-10,Rice,160,160,5,0,165
FPS-KA-KOL-0019,Kolar,2025-10,Wheat,205,200,0,0,200
FPS-KA-KOL-0019,Kolar,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0019,Kolar,2025-11,Rice,165,170,5,0,170
FPS-KA-KOL-0019,Kolar,2025-11,Wheat,205,195,5,5,200
FPS-KA-KOL-0019,Kolar,2025-11,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0019,Kolar,2025-12,Rice,185,175,5,0,180
FPS-KA-KOL-0019,Kolar,2025-12,Wheat,225,215,0,0,215
FPS-KA-KOL-0019,Kolar,2025-12,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0019,Kolar,2026-01,Rice,175,175,0,0,175
FPS-KA-KOL-0019,Kolar,2026-01,Wheat,220,225,5,0,225
FPS-KA-KOL-0019,Kolar,2026-01,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0019,Kolar,2026-02,Rice,195,195,5,0,200
FPS-KA-KOL-0019,Kolar,2026-02,Wheat,245,235,5,0,240
FPS-KA-KOL-0019,Kolar,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-KOL-0019,Kolar,2026-03,Rice,175,180,5,5,175
FPS-KA-KOL-0019,Kolar,2026-03,Wheat,215,215,5,5,215
FPS-KA-KOL-0019,Kolar,2026-03,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0019,Kolar,2026-04,Rice,175,165,5,0,170
FPS-KA-KOL-0019,Kolar,2026-04,Wheat,230,235,0,0,230
FPS-KA-KOL-0019,Kolar,2026-04,Coarse Grains,20,20,0,0,20
FPS-KA-KOL-0019,Kolar,2026-05,Rice,175,170,0,0,170
FPS-KA-KOL-0019,Kolar,2026-05,Wheat,210,200,5,0,205
FPS-KA-KOL-0019,Kolar,2026-05,Coarse Grains,15,15,0,5,10
FPS-KA-KOL-0019,Kolar,2026-06,Rice,170,175,5,0,175
FPS-KA-KOL-0019,Kolar,2026-06,Wheat,195,190,0,0,190
FPS-KA-KOL-0019,Kolar,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0019,Kolar,2026-07,Rice,180,175,0,5,175
FPS-KA-KOL-0019,Kolar,2026-07,Wheat,205,195,0,0,195
FPS-KA-KOL-0019,Kolar,2026-07,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0019,Kolar,2026-08,Rice,175,165,5,0,170
FPS-KA-KOL-0019,Kolar,2026-08,Wheat,185,180,0,0,180
FPS-KA-KOL-0019,Kolar,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0020,Kolar,2025-09,Rice,180,180,5,5,180
FPS-KA-KOL-0020,Kolar,2025-09,Wheat,205,210,5,5,205
FPS-KA-KOL-0020,Kolar,2025-09,Coarse Grains,15,15,0,5,10
FPS-KA-KOL-0020,Kolar,2025-10,Rice,195,190,0,0,190
FPS-KA-KOL-0020,Kolar,2025-10,Wheat,210,205,5,0,210
FPS-KA-KOL-0020,Kolar,2025-10,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0020,Kolar,2025-11,Rice,180,175,0,0,175
FPS-KA-KOL-0020,Kolar,2025-11,Wheat,230,230,5,5,230
FPS-KA-KOL-0020,Kolar,2025-11,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0020,Kolar,2025-12,Rice,205,195,5,5,200
FPS-KA-KOL-0020,Kolar,2025-12,Wheat,220,220,5,0,225
FPS-KA-KOL-0020,Kolar,2025-12,Coarse Grains,15,15,0,5,10
FPS-KA-KOL-0020,Kolar,2026-01,Rice,195,195,0,5,190
FPS-KA-KOL-0020,Kolar,2026-01,Wheat,235,235,5,0,240
FPS-KA-KOL-0020,Kolar,2026-01,Coarse Grains,15,15,5,5,15
FPS-KA-KOL-0020,Kolar,2026-02,Rice,215,210,0,0,210
FPS-KA-KOL-0020,Kolar,2026-02,Wheat,225,230,5,0,230
FPS-KA-KOL-0020,Kolar,2026-02,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0020,Kolar,2026-03,Rice,220,215,5,5,220
FPS-KA-KOL-0020,Kolar,2026-03,Wheat,255,240,5,0,245
FPS-KA-KOL-0020,Kolar,2026-03,Coarse Grains,20,20,5,5,20
FPS-KA-KOL-0020,Kolar,2026-04,Rice,205,210,0,0,205
FPS-KA-KOL-0020,Kolar,2026-04,Wheat,215,220,5,5,215
FPS-KA-KOL-0020,Kolar,2026-04,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0020,Kolar,2026-05,Rice,205,195,5,5,200
FPS-KA-KOL-0020,Kolar,2026-05,Wheat,210,210,0,0,210
FPS-KA-KOL-0020,Kolar,2026-05,Coarse Grains,15,15,0,0,15
FPS-KA-KOL-0020,Kolar,2026-06,Rice,200,200,5,5,200
FPS-KA-KOL-0020,Kolar,2026-06,Wheat,225,215,0,5,215
FPS-KA-KOL-0020,Kolar,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0020,Kolar,2026-07,Rice,180,185,5,0,185
FPS-KA-KOL-0020,Kolar,2026-07,Wheat,205,200,0,5,200
FPS-KA-KOL-0020,Kolar,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-KOL-0020,Kolar,2026-08,Rice,170,175,0,5,165
FPS-KA-KOL-0020,Kolar,2026-08,Wheat,220,215,5,5,220
FPS-KA-KOL-0020,Kolar,2026-08,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0001,Koppal,2025-09,Rice,165,155,5,0,160
FPS-KA-KOP-0001,Koppal,2025-09,Wheat,255,260,0,0,255
FPS-KA-KOP-0001,Koppal,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0001,Koppal,2025-10,Rice,195,185,5,0,190
FPS-KA-KOP-0001,Koppal,2025-10,Wheat,250,250,5,0,255
FPS-KA-KOP-0001,Koppal,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0001,Koppal,2025-11,Rice,190,190,5,0,195
FPS-KA-KOP-0001,Koppal,2025-11,Wheat,255,245,5,0,250
FPS-KA-KOP-0001,Koppal,2025-11,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0001,Koppal,2025-12,Rice,185,190,0,0,185
FPS-KA-KOP-0001,Koppal,2025-12,Wheat,265,265,0,5,260
FPS-KA-KOP-0001,Koppal,2025-12,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0001,Koppal,2026-01,Rice,205,210,0,0,205
FPS-KA-KOP-0001,Koppal,2026-01,Wheat,285,290,5,5,285
FPS-KA-KOP-0001,Koppal,2026-01,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0001,Koppal,2026-02,Rice,195,195,0,0,195
FPS-KA-KOP-0001,Koppal,2026-02,Wheat,285,280,0,0,280
FPS-KA-KOP-0001,Koppal,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-KOP-0001,Koppal,2026-03,Rice,200,190,5,5,195
FPS-KA-KOP-0001,Koppal,2026-03,Wheat,275,285,5,0,280
FPS-KA-KOP-0001,Koppal,2026-03,Coarse Grains,20,20,0,0,20
FPS-KA-KOP-0001,Koppal,2026-04,Rice,210,210,0,0,210
FPS-KA-KOP-0001,Koppal,2026-04,Wheat,255,245,5,0,250
FPS-KA-KOP-0001,Koppal,2026-04,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0001,Koppal,2026-05,Rice,190,180,5,5,185
FPS-KA-KOP-0001,Koppal,2026-05,Wheat,285,275,0,0,275
FPS-KA-KOP-0001,Koppal,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0001,Koppal,2026-06,Rice,185,180,5,0,185
FPS-KA-KOP-0001,Koppal,2026-06,Wheat,250,240,5,0,245
FPS-KA-KOP-0001,Koppal,2026-06,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0001,Koppal,2026-07,Rice,190,185,5,5,190
FPS-KA-KOP-0001,Koppal,2026-07,Wheat,235,225,5,0,230
FPS-KA-KOP-0001,Koppal,2026-07,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0001,Koppal,2026-08,Rice,170,165,5,5,170
FPS-KA-KOP-0001,Koppal,2026-08,Wheat,240,245,5,5,240
FPS-KA-KOP-0001,Koppal,2026-08,Coarse Grains,15,15,0,5,10
FPS-KA-KOP-0002,Koppal,2025-09,Rice,145,140,0,0,140
FPS-KA-KOP-0002,Koppal,2025-09,Wheat,170,170,0,5,165
FPS-KA-KOP-0002,Koppal,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0002,Koppal,2025-10,Rice,155,150,0,0,150
FPS-KA-KOP-0002,Koppal,2025-10,Wheat,205,195,5,0,200
FPS-KA-KOP-0002,Koppal,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0002,Koppal,2025-11,Rice,160,150,0,5,150
FPS-KA-KOP-0002,Koppal,2025-11,Wheat,180,175,5,5,180
FPS-KA-KOP-0002,Koppal,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0002,Koppal,2025-12,Rice,165,165,0,0,165
FPS-KA-KOP-0002,Koppal,2025-12,Wheat,215,210,5,5,215
FPS-KA-KOP-0002,Koppal,2025-12,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0002,Koppal,2026-01,Rice,160,160,5,5,160
FPS-KA-KOP-0002,Koppal,2026-01,Wheat,210,215,0,0,210
FPS-KA-KOP-0002,Koppal,2026-01,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0002,Koppal,2026-02,Rice,165,165,0,5,160
FPS-KA-KOP-0002,Koppal,2026-02,Wheat,220,215,0,0,215
FPS-KA-KOP-0002,Koppal,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-KOP-0002,Koppal,2026-03,Rice,190,190,5,0,195
FPS-KA-KOP-0002,Koppal,2026-03,Wheat,215,205,0,5,205
FPS-KA-KOP-0002,Koppal,2026-03,Coarse Grains,20,20,0,5,15
FPS-KA-KOP-0002,Koppal,2026-04,Rice,165,155,5,5,160
FPS-KA-KOP-0002,Koppal,2026-04,Wheat,210,200,0,5,200
FPS-KA-KOP-0002,Koppal,2026-04,Coarse Grains,20,20,5,0,25
FPS-KA-KOP-0002,Koppal,2026-05,Rice,160,155,0,5,155
FPS-KA-KOP-0002,Koppal,2026-05,Wheat,205,205,5,0,210
FPS-KA-KOP-0002,Koppal,2026-05,Coarse Grains,15,15,0,5,10
FPS-KA-KOP-0002,Koppal,2026-06,Rice,170,165,5,0,170
FPS-KA-KOP-0002,Koppal,2026-06,Wheat,205,195,0,0,195
FPS-KA-KOP-0002,Koppal,2026-06,Coarse Grains,15,15,0,5,10
FPS-KA-KOP-0002,Koppal,2026-07,Rice,160,155,0,0,155
FPS-KA-KOP-0002,Koppal,2026-07,Wheat,180,180,5,5,180
FPS-KA-KOP-0002,Koppal,2026-07,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0002,Koppal,2026-08,Rice,160,165,5,0,165
FPS-KA-KOP-0002,Koppal,2026-08,Wheat,195,195,5,0,200
FPS-KA-KOP-0002,Koppal,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0003,Koppal,2025-09,Rice,200,190,5,0,195
FPS-KA-KOP-0003,Koppal,2025-09,Wheat,205,205,5,5,205
FPS-KA-KOP-0003,Koppal,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0003,Koppal,2025-10,Rice,230,225,5,5,230
FPS-KA-KOP-0003,Koppal,2025-10,Wheat,215,210,5,5,215
FPS-KA-KOP-0003,Koppal,2025-10,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0003,Koppal,2025-11,Rice,215,215,5,5,215
FPS-KA-KOP-0003,Koppal,2025-11,Wheat,205,195,5,0,200
FPS-KA-KOP-0003,Koppal,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0003,Koppal,2025-12,Rice,210,205,5,0,210
FPS-KA-KOP-0003,Koppal,2025-12,Wheat,205,195,0,5,195
FPS-KA-KOP-0003,Koppal,2025-12,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0003,Koppal,2026-01,Rice,235,240,0,0,235
FPS-KA-KOP-0003,Koppal,2026-01,Wheat,225,210,0,0,210
FPS-KA-KOP-0003,Koppal,2026-01,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0003,Koppal,2026-02,Rice,250,245,0,0,245
FPS-KA-KOP-0003,Koppal,2026-02,Wheat,220,210,5,0,215
FPS-KA-KOP-0003,Koppal,2026-02,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0003,Koppal,2026-03,Rice,225,220,5,5,225
FPS-KA-KOP-0003,Koppal,2026-03,Wheat,215,205,5,5,210
FPS-KA-KOP-0003,Koppal,2026-03,Coarse Grains,20,20,5,5,20
FPS-KA-KOP-0003,Koppal,2026-04,Rice,235,230,5,0,235
FPS-KA-KOP-0003,Koppal,2026-04,Wheat,200,195,5,5,200
FPS-KA-KOP-0003,Koppal,2026-04,Coarse Grains,15,15,0,5,10
FPS-KA-KOP-0003,Koppal,2026-05,Rice,225,220,0,5,220
FPS-KA-KOP-0003,Koppal,2026-05,Wheat,195,185,5,5,190
FPS-KA-KOP-0003,Koppal,2026-05,Coarse Grains,15,15,0,5,10
FPS-KA-KOP-0003,Koppal,2026-06,Rice,215,210,5,0,215
FPS-KA-KOP-0003,Koppal,2026-06,Wheat,200,200,0,5,195
FPS-KA-KOP-0003,Koppal,2026-06,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0003,Koppal,2026-07,Rice,210,215,5,0,215
FPS-KA-KOP-0003,Koppal,2026-07,Wheat,210,215,5,5,210
FPS-KA-KOP-0003,Koppal,2026-07,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0003,Koppal,2026-08,Rice,200,195,5,0,200
FPS-KA-KOP-0003,Koppal,2026-08,Wheat,200,205,5,0,205
FPS-KA-KOP-0003,Koppal,2026-08,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0004,Koppal,2025-09,Rice,235,230,5,0,235
FPS-KA-KOP-0004,Koppal,2025-09,Wheat,85,85,0,0,85
FPS-KA-KOP-0004,Koppal,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0004,Koppal,2025-10,Rice,255,255,0,0,255
FPS-KA-KOP-0004,Koppal,2025-10,Wheat,90,90,5,0,95
FPS-KA-KOP-0004,Koppal,2025-10,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0004,Koppal,2025-11,Rice,250,250,5,0,255
FPS-KA-KOP-0004,Koppal,2025-11,Wheat,90,90,0,0,90
FPS-KA-KOP-0004,Koppal,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0004,Koppal,2025-12,Rice,270,265,0,5,265
FPS-KA-KOP-0004,Koppal,2025-12,Wheat,90,85,5,0,90
FPS-KA-KOP-0004,Koppal,2025-12,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0004,Koppal,2026-01,Rice,260,245,5,0,250
FPS-KA-KOP-0004,Koppal,2026-01,Wheat,90,90,0,0,90
FPS-KA-KOP-0004,Koppal,2026-01,Coarse Grains,20,20,0,0,20
FPS-KA-KOP-0004,Koppal,2026-02,Rice,285,275,5,0,280
FPS-KA-KOP-0004,Koppal,2026-02,Wheat,100,100,5,0,105
FPS-KA-KOP-0004,Koppal,2026-02,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0004,Koppal,2026-03,Rice,255,250,0,0,250
FPS-KA-KOP-0004,Koppal,2026-03,Wheat,95,100,0,0,95
FPS-KA-KOP-0004,Koppal,2026-03,Coarse Grains,20,20,5,5,20
FPS-KA-KOP-0004,Koppal,2026-04,Rice,270,270,5,0,275
FPS-KA-KOP-0004,Koppal,2026-04,Wheat,95,90,5,0,95
FPS-KA-KOP-0004,Koppal,2026-04,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0004,Koppal,2026-05,Rice,250,240,5,0,245
FPS-KA-KOP-0004,Koppal,2026-05,Wheat,90,85,5,0,90
FPS-KA-KOP-0004,Koppal,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0004,Koppal,2026-06,Rice,250,255,0,5,245
FPS-KA-KOP-0004,Koppal,2026-06,Wheat,80,75,5,0,80
FPS-KA-KOP-0004,Koppal,2026-06,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0004,Koppal,2026-07,Rice,225,225,0,5,220
FPS-KA-KOP-0004,Koppal,2026-07,Wheat,80,75,5,0,80
FPS-KA-KOP-0004,Koppal,2026-07,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0004,Koppal,2026-08,Rice,225,215,0,5,215
FPS-KA-KOP-0004,Koppal,2026-08,Wheat,75,75,0,5,70
FPS-KA-KOP-0004,Koppal,2026-08,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0005,Koppal,2025-09,Rice,215,205,0,0,205
FPS-KA-KOP-0005,Koppal,2025-09,Wheat,175,170,0,0,170
FPS-KA-KOP-0005,Koppal,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0005,Koppal,2025-10,Rice,245,235,0,0,235
FPS-KA-KOP-0005,Koppal,2025-10,Wheat,165,165,5,0,170
FPS-KA-KOP-0005,Koppal,2025-10,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0005,Koppal,2025-11,Rice,265,255,5,5,260
FPS-KA-KOP-0005,Koppal,2025-11,Wheat,165,170,0,0,165
FPS-KA-KOP-0005,Koppal,2025-11,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0005,Koppal,2025-12,Rice,250,245,5,0,250
FPS-KA-KOP-0005,Koppal,2025-12,Wheat,175,175,5,5,175
FPS-KA-KOP-0005,Koppal,2025-12,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0005,Koppal,2026-01,Rice,260,250,5,0,255
FPS-KA-KOP-0005,Koppal,2026-01,Wheat,175,175,5,5,175
FPS-KA-KOP-0005,Koppal,2026-01,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0005,Koppal,2026-02,Rice,245,250,5,5,245
FPS-KA-KOP-0005,Koppal,2026-02,Wheat,190,185,5,0,190
FPS-KA-KOP-0005,Koppal,2026-02,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0005,Koppal,2026-03,Rice,275,260,0,5,260
FPS-KA-KOP-0005,Koppal,2026-03,Wheat,200,195,5,0,200
FPS-KA-KOP-0005,Koppal,2026-03,Coarse Grains,20,20,5,0,25
FPS-KA-KOP-0005,Koppal,2026-04,Rice,245,250,5,5,245
FPS-KA-KOP-0005,Koppal,2026-04,Wheat,175,175,5,5,175
FPS-KA-KOP-0005,Koppal,2026-04,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0005,Koppal,2026-05,Rice,240,230,5,5,235
FPS-KA-KOP-0005,Koppal,2026-05,Wheat,170,175,5,0,175
FPS-KA-KOP-0005,Koppal,2026-05,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0005,Koppal,2026-06,Rice,230,215,0,0,215
FPS-KA-KOP-0005,Koppal,2026-06,Wheat,165,155,0,5,155
FPS-KA-KOP-0005,Koppal,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0005,Koppal,2026-07,Rice,235,235,5,5,235
FPS-KA-KOP-0005,Koppal,2026-07,Wheat,165,160,0,0,160
FPS-KA-KOP-0005,Koppal,2026-07,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0005,Koppal,2026-08,Rice,240,235,0,5,235
FPS-KA-KOP-0005,Koppal,2026-08,Wheat,160,160,0,5,155
FPS-KA-KOP-0005,Koppal,2026-08,Coarse Grains,15,15,0,5,10
FPS-KA-KOP-0006,Koppal,2025-09,Rice,150,145,0,0,145
FPS-KA-KOP-0006,Koppal,2025-09,Wheat,210,210,0,5,205
FPS-KA-KOP-0006,Koppal,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0006,Koppal,2025-10,Rice,135,130,5,5,135
FPS-KA-KOP-0006,Koppal,2025-10,Wheat,200,195,0,5,195
FPS-KA-KOP-0006,Koppal,2025-10,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0006,Koppal,2025-11,Rice,145,145,5,0,150
FPS-KA-KOP-0006,Koppal,2025-11,Wheat,205,210,0,0,205
FPS-KA-KOP-0006,Koppal,2025-11,Coarse Grains,15,15,5,5,15
FPS-KA-KOP-0006,Koppal,2025-12,Rice,160,160,5,5,160
FPS-KA-KOP-0006,Koppal,2025-12,Wheat,225,225,5,0,230
FPS-KA-KOP-0006,Koppal,2025-12,Coarse Grains,15,15,0,0,15
FPS-KA-KOP-0006,Koppal,2026-01,Rice,150,155,0,5,145
FPS-KA-KOP-0006,Koppal,2026-01,Wheat,240,225,5,0,230
FPS-KA-KOP-0006,Koppal,2026-01,Coarse Grains,20,20,5,0,25
FPS-KA-KOP-0006,Koppal,2026-02,Rice,160,160,0,0,160
FPS-KA-KOP-0006,Koppal,2026-02,Wheat,225,225,5,0,230
FPS-KA-KOP-0006,Koppal,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-KOP-0006,Koppal,2026-03,Rice,165,165,5,0,170
FPS-KA-KOP-0006,Koppal,2026-03,Wheat,260,245,5,0,250
FPS-KA-KOP-0006,Koppal,2026-03,Coarse Grains,15,15,5,0,20
FPS-KA-KOP-0006,Koppal,2026-04,Rice,155,150,5,5,155
FPS-KA-KOP-0006,Koppal,2026-04,Wheat,250,250,0,5,245
FPS-KA-KOP-0006,Koppal,2026-04,Coarse Grains,20,20,5,5,20
FPS-KA-KOP-0006,Koppal,2026-05,Rice,165,165,0,0,165
FPS-KA-KOP-0006,Koppal,2026-05,Wheat,210,215,5,0,215
